frame.number,frame.time_relative,frame.protocols,ip.src,ip.dst
39887,31.806602080,eth:ethertype:data,,
39913,31.835470438,eth:ethertype:data,,
40277,32.108621581,eth:ethertype:data,,
40304,32.139805926,eth:ethertype:data,,
40390,32.191942751,eth:ethertype:data,,
40510,32.293090205,eth:ethertype:data,,
40585,32.339258026,eth:ethertype:data,,
40617,32.376439813,eth:ethertype:data,,
40694,32.424513777,eth:ethertype:data,,
40789,32.495683656,eth:ethertype:data,,
40812,32.521988475,eth:ethertype:data,,
40886,32.568235826,eth:ethertype:data,,
40907,32.600501472,eth:ethertype:data,,
40934,32.653533348,eth:ethertype:data,,
41042,32.709922408,eth:ethertype:data,,
41093,32.747962632,eth:ethertype:data,,
41203,32.829388803,eth:ethertype:data,,
41213,32.835830516,eth:ethertype:data,,
41281,32.877896673,eth:ethertype:data,,
41307,32.907214874,eth:ethertype:data,,
41363,32.947299107,eth:ethertype:data,,
41379,32.953062955,eth:ethertype:data,,
41390,32.963567268,eth:ethertype:data,,
41521,33.068991802,eth:ethertype:data,,
41595,33.113850092,eth:ethertype:data,,
41622,33.146686414,eth:ethertype:data,,
41726,33.226663473,eth:ethertype:data,,
41794,33.268812391,eth:ethertype:data,,
41825,33.303454336,eth:ethertype:data,,
41905,33.352368560,eth:ethertype:data,,
41933,33.383312384,eth:ethertype:data,,
41999,33.424523803,eth:ethertype:data,,
42029,33.458310489,eth:ethertype:data,,
42106,33.506305235,eth:ethertype:data,,
42136,33.540306296,eth:ethertype:data,,
42216,33.588723332,eth:ethertype:data,,
42241,33.616934451,eth:ethertype:data,,
42337,33.688619278,eth:ethertype:data,,
42432,33.758289054,eth:ethertype:data,,
42510,33.806264998,eth:ethertype:data,,
42540,33.839837101,eth:ethertype:data,,
42625,33.908066306,eth:ethertype:data,,
42723,33.964809584,eth:ethertype:data,,
42834,34.049152628,eth:ethertype:data,,
42861,34.080071452,eth:ethertype:data,,
42956,34.137284210,eth:ethertype:data,,
42958,34.143123631,eth:ethertype:data,,
43045,34.204665812,eth:ethertype:data,,
43071,34.234572866,eth:ethertype:data,,
43134,34.272979964,eth:ethertype:data,,
43207,34.367944717,eth:ethertype:data,,
43418,34.492483295,eth:ethertype:data,,
43426,34.498214227,eth:ethertype:data,,
43455,34.531859038,eth:ethertype:data,,
43514,34.568127336,eth:ethertype:data,,
43525,34.573807435,eth:ethertype:data,,
43552,34.605925060,eth:ethertype:data,,
43615,34.644613669,eth:ethertype:data,,
43707,34.718077348,eth:ethertype:data,,
43736,34.751721482,eth:ethertype:data,,
43835,34.827328128,eth:ethertype:data,,
43911,34.873889229,eth:ethertype:data,,
43932,34.898177539,eth:ethertype:data,,
44030,34.973983559,eth:ethertype:data,,
44125,35.047787811,eth:ethertype:data,,
44218,35.104384736,eth:ethertype:data,,
44244,35.132373042,eth:ethertype:data,,
44349,35.212007132,eth:ethertype:data,,
44415,35.258765368,eth:ethertype:data,,
44443,35.284603260,eth:ethertype:data,,
44510,35.326106241,eth:ethertype:data,,
44540,35.360274124,eth:ethertype:data,,
44622,35.421937190,eth:ethertype:data,,
44706,35.476261304,eth:ethertype:data,,
44826,35.575424490,eth:ethertype:data,,
44907,35.628480428,eth:ethertype:data,,
45007,35.703827230,eth:ethertype:data,,
45032,35.729709862,eth:ethertype:data,,
45091,35.766015191,eth:ethertype:data,,
45121,35.800700470,eth:ethertype:data,,
45193,35.843838554,eth:ethertype:data,,
45224,35.878718364,eth:ethertype:data,,
45294,35.924603840,eth:ethertype:data,,
45467,36.095440915,eth:ethertype:data,,
45874,36.364570655,eth:ethertype:data,,
45905,36.399133383,eth:ethertype:data,,
45973,36.444575214,eth:ethertype:data,,
46002,36.473163467,eth:ethertype:data,,
46059,36.506909997,eth:ethertype:data,,
46067,36.514647646,eth:ethertype:data,,
46093,36.544084753,eth:ethertype:data,,
46173,36.590217625,eth:ethertype:data,,
46303,36.699043978,eth:ethertype:data,,
46370,36.740536699,eth:ethertype:data,,
46394,36.776735726,eth:ethertype:data,,
46566,36.894592227,eth:ethertype:data,,
46655,36.963285234,eth:ethertype:data,,
46662,36.974419442,eth:ethertype:data,,
46686,36.993287392,eth:ethertype:data,,
46748,37.031882615,eth:ethertype:data,,
46774,37.062011961,eth:ethertype:data,,
46844,37.104354108,eth:ethertype:data,,
46871,37.134920016,eth:ethertype:data,,
47071,37.286667682,eth:ethertype:data,,
47147,37.334613417,eth:ethertype:data,,
47179,37.369896248,eth:ethertype:data,,
47253,37.415934693,eth:ethertype:data,,
47283,37.450834659,eth:ethertype:data,,
47355,37.494560242,eth:ethertype:data,,
47504,37.615743458,eth:ethertype:data,,
47580,37.664601640,eth:ethertype:data,,
47710,37.771016433,eth:ethertype:data,,
47740,37.823431903,eth:ethertype:data,,
47900,37.916816709,eth:ethertype:data,,
47902,37.925053993,eth:ethertype:data,,
47903,37.928812010,eth:ethertype:data,,
47905,37.931735809,eth:ethertype:data,,
47945,37.948144804,eth:ethertype:data,,
47960,37.953844694,eth:ethertype:data,,
47971,37.964552913,eth:ethertype:data,,
48091,38.062180371,eth:ethertype:data,,
48153,38.102547155,eth:ethertype:data,,
48163,38.108329232,eth:ethertype:data,,
48169,38.114813184,eth:ethertype:data,,
48170,38.121998334,eth:ethertype:data,,
48195,38.143753938,eth:ethertype:data,,
48251,38.177697238,eth:ethertype:data,,
48258,38.185075408,eth:ethertype:data,,
48294,38.217361731,eth:ethertype:data,,
48352,38.251799979,eth:ethertype:data,,
48354,38.255209820,eth:ethertype:data,,
48393,38.291882649,eth:ethertype:data,,
48494,38.368468356,eth:ethertype:data,,
48564,38.412485709,eth:ethertype:data,,
48591,38.442490212,eth:ethertype:data,,
48664,38.503154320,eth:ethertype:data,,
48686,38.516215193,eth:ethertype:data,,
48767,38.565363374,eth:ethertype:data,,
48794,38.595376835,eth:ethertype:data,,
48867,38.639872365,eth:ethertype:data,,
48890,38.667229682,eth:ethertype:data,,
48973,38.717455675,eth:ethertype:data,,
48998,38.745239294,eth:ethertype:data,,
49063,38.785464151,eth:ethertype:data,,
49088,38.814178967,eth:ethertype:data,,
49150,38.852730909,eth:ethertype:data,,
49168,38.883677025,eth:ethertype:data,,
49263,38.949800086,eth:ethertype:data,,
49337,38.995286761,eth:ethertype:data,,
49361,39.022583349,eth:ethertype:data,,
49425,39.061894821,eth:ethertype:data,,
49426,39.074494705,eth:ethertype:data,,
49440,39.079979387,eth:ethertype:data,,
49451,39.090976148,eth:ethertype:data,,
49522,39.135164594,eth:ethertype:data,,
49549,39.166846699,eth:ethertype:data,,
49618,39.209217283,eth:ethertype:data,,
49649,39.244286260,eth:ethertype:data,,
49744,39.316451659,eth:ethertype:data,,
49822,39.363484113,eth:ethertype:data,,
49847,39.390987472,eth:ethertype:data,,
49925,39.456263451,eth:ethertype:data,,
49942,39.465573754,eth:ethertype:data,,
50003,39.538308111,eth:ethertype:data,,
50012,39.551036588,eth:ethertype:data,,
50081,39.575055315,eth:ethertype:data,,
50161,39.633912654,eth:ethertype:data,,
50170,39.641632230,eth:ethertype:data,,
50178,39.647385558,eth:ethertype:data,,
50180,39.651450033,eth:ethertype:data,,
50237,39.694572648,eth:ethertype:data,,
50384,39.798399839,eth:ethertype:data,,
50422,39.837747717,eth:ethertype:data,,
50513,39.907109057,eth:ethertype:data,,
50581,39.954661875,eth:ethertype:data,,
50805,40.135750606,eth:ethertype:data,,
50987,40.261338245,eth:ethertype:data,,
51011,40.288314938,eth:ethertype:data,,
51080,40.331163230,eth:ethertype:data,,
51104,40.358439402,eth:ethertype:data,,
51165,40.397791030,eth:ethertype:data,,
51174,40.414491483,eth:ethertype:data,,
51275,40.484576103,eth:ethertype:data,,
51401,40.588489440,eth:ethertype:data,,
51480,40.636078196,eth:ethertype:data,,
51510,40.670195715,eth:ethertype:data,,
51575,40.711482498,eth:ethertype:data,,
51666,40.780070921,eth:ethertype:data,,
51690,40.808219644,eth:ethertype:data,,
51766,40.855476629,eth:ethertype:data,,
51789,40.881864364,eth:ethertype:data,,
51862,40.926235780,eth:ethertype:data,,
51884,40.951996744,eth:ethertype:data,,
51959,40.997641283,eth:ethertype:data,,
51981,41.022964019,eth:ethertype:data,,
52051,41.066266009,eth:ethertype:data,,
52078,41.096468740,eth:ethertype:data,,
52141,41.135525629,eth:ethertype:data,,
52169,41.167360025,eth:ethertype:data,,
52256,41.252645724,eth:ethertype:data,,
52345,41.290483500,eth:ethertype:data,,
52370,41.319503889,eth:ethertype:data,,
52435,41.358374893,eth:ethertype:data,,
52442,41.369292226,eth:ethertype:data,,
52448,41.373019931,eth:ethertype:data,,
52474,41.401986674,eth:ethertype:data,,
52538,41.442338926,eth:ethertype:data,,
52569,41.475148530,eth:ethertype:data,,
52624,41.509781257,eth:ethertype:data,,
52666,41.552508507,eth:ethertype:data,,
52745,41.600308513,eth:ethertype:data,,
52771,41.630687077,eth:ethertype:data,,
52837,41.671048288,eth:ethertype:data,,
52875,41.709597313,eth:ethertype:data,,
52941,41.764193250,eth:ethertype:data,,
52988,41.798058738,eth:ethertype:data,,
53059,41.842284477,eth:ethertype:data,,
53083,41.869623096,eth:ethertype:data,,
53169,41.934958606,eth:ethertype:data,,
53252,41.985417984,eth:ethertype:data,,
53273,42.010661189,eth:ethertype:data,,
53342,42.053223960,eth:ethertype:data,,
53365,42.080035653,eth:ethertype:data,,
53443,42.137057785,eth:ethertype:data,,
53477,42.166503590,eth:ethertype:data,,
53572,42.238232166,eth:ethertype:data,,
53636,42.277303379,eth:ethertype:data,,
53663,42.308354911,eth:ethertype:data,,
53764,42.385921034,eth:ethertype:data,,
53836,42.430269793,eth:ethertype:data,,
53863,42.461730283,eth:ethertype:data,,
53930,42.503087327,eth:ethertype:data,,
53937,42.517858302,eth:ethertype:data,,
53947,42.524711108,eth:ethertype:data,,
53959,42.536187243,eth:ethertype:data,,
54028,42.578951159,eth:ethertype:data,,
54057,42.611886596,eth:ethertype:data,,
54118,42.650502913,eth:ethertype:data,,
54144,42.680383822,eth:ethertype:data,,
54192,42.714846965,eth:ethertype:data,,
54208,42.720726439,eth:ethertype:data,,
54211,42.724687893,eth:ethertype:data,,
54235,42.750997920,eth:ethertype:data,,
54302,42.792259651,eth:ethertype:data,,
54331,42.825269046,eth:ethertype:data,,
54407,42.871911970,eth:ethertype:data,,
54428,42.903921209,eth:ethertype:data,,
54505,42.974809891,eth:ethertype:data,,
54714,43.102764142,eth:ethertype:data,,
54855,43.222970744,eth:ethertype:data,,
54926,43.267221066,eth:ethertype:data,,
54937,43.284765268,eth:ethertype:data,,
54967,43.311673263,eth:ethertype:data,,
55044,43.358714207,eth:ethertype:data,,
55073,43.391600737,eth:ethertype:data,,
55132,43.428667420,eth:ethertype:data,,
55169,43.465223062,eth:ethertype:data,,
55234,43.505134586,eth:ethertype:data,,
55264,43.539100907,eth:ethertype:data,,
55364,43.616438801,eth:ethertype:data,,
55435,43.676342336,eth:ethertype:data,,
55468,43.697747680,eth:ethertype:data,,
55547,43.746137269,eth:ethertype:data,,
55576,43.780076715,eth:ethertype:data,,
55644,43.822434226,eth:ethertype:data,,
55671,43.855196382,eth:ethertype:data,,
55743,43.902820034,eth:ethertype:data,,
55768,43.931294642,eth:ethertype:data,,
55873,44.007760453,eth:ethertype:data,,
55970,44.080006268,eth:ethertype:data,,
56060,44.146975683,eth:ethertype:data,,
56145,44.212311036,eth:ethertype:data,,
56218,44.262271925,eth:ethertype:data,,
56330,44.352057724,eth:ethertype:data,,
56395,44.392031174,eth:ethertype:data,,
56423,44.425524475,eth:ethertype:data,,
56527,44.503701743,eth:ethertype:data,,
56627,44.576160215,eth:ethertype:data,,
56693,44.615280333,eth:ethertype:data,,
56694,44.626667353,eth:ethertype:data,,
56708,44.634814429,eth:ethertype:data,,
56733,44.660232737,eth:ethertype:data,,
56771,44.707430088,eth:ethertype:data,,
56886,44.769398986,eth:ethertype:data,,
56921,44.806207856,eth:ethertype:data,,
56954,44.827492627,eth:ethertype:data,,
57016,44.862573739,eth:ethertype:data,,
57039,44.888782776,eth:ethertype:data,,
57135,44.961429477,eth:ethertype:data,,
57193,44.997972358,eth:ethertype:data,,
57196,45.006678912,eth:ethertype:data,,
57208,45.017111089,eth:ethertype:data,,
57231,45.036997008,eth:ethertype:data,,
57286,45.069388278,eth:ethertype:data,,
57297,45.077494416,eth:ethertype:data,,
57324,45.109498187,eth:ethertype:data,,
57384,45.146839505,eth:ethertype:data,,
57419,45.183190981,eth:ethertype:data,,
57511,45.238252386,eth:ethertype:data,,
57535,45.267500691,eth:ethertype:data,,
57637,45.344196814,eth:ethertype:data,,
57719,45.393883485,eth:ethertype:data,,
57749,45.428350378,eth:ethertype:data,,
57857,45.509288998,eth:ethertype:data,,
57938,45.558184784,eth:ethertype:data,,
57964,45.588994754,eth:ethertype:data,,
58037,45.634533668,eth:ethertype:data,,
58376,45.897414663,eth:ethertype:data,,
58478,45.974864796,eth:ethertype:data,,
58569,46.034847863,eth:ethertype:data,,
58690,46.130428604,eth:ethertype:data,,
58775,46.184735374,eth:ethertype:data,,
59055,46.415651713,eth:ethertype:data,,
59149,46.468585984,eth:ethertype:data,,
59224,46.528735926,eth:ethertype:data,,
59267,46.554630797,eth:ethertype:data,,
59275,46.564180058,eth:ethertype:data,,
59393,46.657487832,eth:ethertype:data,,
59457,46.696132274,eth:ethertype:data,,
59467,46.703527111,eth:ethertype:data,,
59477,46.724600163,eth:ethertype:data,,
59492,46.732318645,eth:ethertype:data,,
59571,46.784508438,eth:ethertype:data,,
59785,46.939828756,eth:ethertype:data,,
59820,46.978382833,eth:ethertype:data,,
59892,47.024638570,eth:ethertype:data,,
59982,47.090696787,eth:ethertype:data,,
59988,47.107509114,eth:ethertype:data,,
60097,47.183577947,eth:ethertype:data,,
60212,47.264736254,eth:ethertype:data,,
60304,47.330029055,eth:ethertype:data,,
60334,47.364550896,eth:ethertype:data,,
60404,47.412102256,eth:ethertype:data,,
60497,47.490458483,eth:ethertype:data,,
60532,47.518381164,eth:ethertype:data,,
60609,47.565736118,eth:ethertype:data,,
60633,47.593335049,eth:ethertype:data,,
60697,47.633531208,eth:ethertype:data,,
60857,47.761782490,eth:ethertype:data,,
60926,47.803312502,eth:ethertype:data,,
61036,47.887123358,eth:ethertype:data,,
61250,48.045623621,eth:ethertype:data,,
61257,48.062050324,eth:ethertype:data,,
61274,48.072519480,eth:ethertype:data,,
61336,48.134669107,eth:ethertype:data,,
61459,48.213398979,eth:ethertype:data,,
61514,48.249601496,eth:ethertype:data,,
61557,48.284665264,eth:ethertype:data,,
61621,48.324790381,eth:ethertype:data,,
61732,48.404984887,eth:ethertype:data,,
61844,48.494557508,eth:ethertype:data,,
61941,48.563662910,eth:ethertype:data,,
61970,48.595517202,eth:ethertype:data,,
62042,48.642389656,eth:ethertype:data,,
62068,48.669047286,eth:ethertype:data,,
62247,48.804682936,eth:ethertype:data,,
62347,48.884702910,eth:ethertype:data,,
62425,48.932170208,eth:ethertype:data,,
62454,48.964490124,eth:ethertype:data,,
62551,49.023791786,eth:ethertype:data,,
62577,49.053158893,eth:ethertype:data,,
62641,49.094592290,eth:ethertype:data,,
62827,49.234708612,eth:ethertype:data,,
63035,49.400633086,eth:ethertype:data,,
63044,49.404746989,eth:ethertype:data,,
63156,49.484990192,eth:ethertype:data,,
63265,49.564779958,eth:ethertype:data,,
63290,49.590214725,eth:ethertype:data,,
63544,49.772724704,eth:ethertype:data,,
63577,49.808552846,eth:ethertype:data,,
63625,49.853917698,eth:ethertype:data,,
63670,49.879801058,eth:ethertype:data,,
63764,49.953621820,eth:ethertype:data,,
63858,50.014706500,eth:ethertype:data,,
63953,50.080750759,eth:ethertype:data,,
63986,50.115920933,eth:ethertype:data,,
64066,50.174599366,eth:ethertype:data,,
64095,50.197584864,eth:ethertype:data,,
64158,50.235846181,eth:ethertype:data,,
64369,50.391299103,eth:ethertype:data,,
64396,50.420850428,eth:ethertype:data,,
64587,50.553330091,eth:ethertype:data,,
64589,50.556827692,eth:ethertype:data,,
64608,50.577438505,eth:ethertype:data,,
64706,50.654005619,eth:ethertype:data,,
64802,50.729098306,eth:ethertype:data,,
64808,50.732825750,eth:ethertype:data,,
64888,50.784509815,eth:ethertype:data,,
65206,51.020403544,eth:ethertype:data,,
65230,51.048143204,eth:ethertype:data,,
65315,51.114567410,eth:ethertype:data,,
65324,51.119549489,eth:ethertype:data,,
65425,51.192772907,eth:ethertype:data,,
65627,51.334736780,eth:ethertype:data,,
65828,51.497256361,eth:ethertype:data,,
65919,51.568101709,eth:ethertype:data,,
66080,51.685518522,eth:ethertype:data,,
66211,51.774399061,eth:ethertype:data,,
66240,51.789683733,eth:ethertype:data,,
66243,51.794403520,eth:ethertype:data,,
66269,51.822117608,eth:ethertype:data,,
66346,51.874565994,eth:ethertype:data,,
66700,52.135537303,eth:ethertype:data,,
66766,52.175814295,eth:ethertype:data,,
66792,52.205840099,eth:ethertype:data,,
66864,52.250137087,eth:ethertype:data,,
66870,52.264184053,eth:ethertype:data,,
66964,52.327306648,eth:ethertype:data,,
66989,52.357281931,eth:ethertype:data,,
67155,52.472891506,eth:ethertype:data,,
67182,52.505276475,eth:ethertype:data,,
67256,52.550033723,eth:ethertype:data,,
67279,52.577084634,eth:ethertype:data,,
67359,52.640352020,eth:ethertype:data,,
67373,52.646937951,eth:ethertype:data,,
67474,52.723690325,eth:ethertype:data,,
67549,52.768694291,eth:ethertype:data,,
67578,52.802292800,eth:ethertype:data,,
67651,52.846902913,eth:ethertype:data,,
67675,52.875624708,eth:ethertype:data,,
67767,52.944185214,eth:ethertype:data,,
67841,52.989707670,eth:ethertype:data,,
67863,53.017430456,eth:ethertype:data,,
67945,53.066066502,eth:ethertype:data,,
67968,53.093799808,eth:ethertype:data,,
68031,53.132573885,eth:ethertype:data,,
68056,53.161042816,eth:ethertype:data,,
68127,53.214648857,eth:ethertype:data,,
68216,53.294762686,eth:ethertype:data,,
68258,53.317506414,eth:ethertype:data,,
68268,53.324436303,eth:ethertype:data,,
68323,53.354482523,eth:ethertype:data,,
68435,53.440692856,eth:ethertype:data,,
68441,53.445715091,eth:ethertype:data,,
68474,53.476348811,eth:ethertype:data,,
68548,53.522730224,eth:ethertype:data,,
68576,53.555234151,eth:ethertype:data,,
68605,53.572187624,eth:ethertype:data,,
68635,53.595171508,eth:ethertype:data,,
68646,53.611915502,eth:ethertype:data,,
68679,53.635495740,eth:ethertype:data,,
68765,53.702229112,eth:ethertype:data,,
68826,53.740823293,eth:ethertype:data,,
68854,53.772679043,eth:ethertype:data,,
68932,53.820822486,eth:ethertype:data,,
68958,53.851147665,eth:ethertype:data,,
69063,53.931542691,eth:ethertype:data,,
69125,53.976033325,eth:ethertype:data,,
69134,53.987394095,eth:ethertype:data,,
69158,54.006987930,eth:ethertype:data,,
69246,54.073149584,eth:ethertype:data,,
69323,54.124560472,eth:ethertype:data,,
69448,54.224857874,eth:ethertype:data,,
69511,54.263598826,eth:ethertype:data,,
69537,54.293244995,eth:ethertype:data,,
69629,54.364207166,eth:ethertype:data,,
69718,54.432875067,eth:ethertype:data,,
69818,54.506961662,eth:ethertype:data,,
69902,54.560162548,eth:ethertype:data,,
69905,54.564587179,eth:ethertype:data,,
70009,54.641932885,eth:ethertype:data,,
70032,54.668575046,eth:ethertype:data,,
70203,54.792726227,eth:ethertype:data,,
70224,54.810057981,eth:ethertype:data,,
70291,54.851583305,eth:ethertype:data,,
70294,54.856131478,eth:ethertype:data,,
70478,55.007423727,eth:ethertype:data,,
70607,55.094544215,eth:ethertype:data,,
70625,55.124549967,eth:ethertype:data,,
70728,55.184499752,eth:ethertype:data,,
70823,55.255354475,eth:ethertype:data,,
70849,55.284751634,eth:ethertype:data,,
70950,55.362866453,eth:ethertype:data,,
71012,55.407693389,eth:ethertype:data,,
71131,55.504626836,eth:ethertype:data,,
71211,55.553424861,eth:ethertype:data,,
71414,55.704570964,eth:ethertype:data,,
71440,55.735525361,eth:ethertype:data,,
71517,55.781920003,eth:ethertype:data,,
71548,55.819481581,eth:ethertype:data,,
71633,55.874837777,eth:ethertype:data,,
71640,55.884528810,eth:ethertype:data,,
71658,55.898744629,eth:ethertype:data,,
71727,55.940943078,eth:ethertype:data,,
71730,55.944465939,eth:ethertype:data,,
71753,55.970188257,eth:ethertype:data,,
71853,56.043804123,eth:ethertype:data,,
71927,56.090744338,eth:ethertype:data,,
72023,56.166021400,eth:ethertype:data,,
72047,56.192069864,eth:ethertype:data,,
72138,56.266129896,eth:ethertype:data,,
72216,56.311974487,eth:ethertype:data,,
72241,56.341033365,eth:ethertype:data,,
72312,56.384671499,eth:ethertype:data,,
72340,56.416440271,eth:ethertype:data,,
72419,56.470792665,eth:ethertype:data,,
72515,56.545417541,eth:ethertype:data,,
72541,56.574843137,eth:ethertype:data,,
72729,56.725696792,eth:ethertype:data,,
72894,56.836825382,eth:ethertype:data,,
72903,56.845591415,eth:ethertype:data,,
72919,56.849900108,eth:ethertype:data,,
72957,56.890463402,eth:ethertype:data,,
73023,56.930958259,eth:ethertype:data,,
73035,56.944774651,eth:ethertype:data,,
73141,57.024194366,eth:ethertype:data,,
73146,57.034505449,eth:ethertype:data,,
73168,57.051572516,eth:ethertype:data,,
73279,57.135380038,eth:ethertype:data,,
73353,57.180192130,eth:ethertype:data,,
73498,57.298777067,eth:ethertype:data,,
73567,57.341063900,eth:ethertype:data,,
73590,57.368547519,eth:ethertype:data,,
73708,57.442757135,eth:ethertype:data,,
73896,57.582586790,eth:ethertype:data,,
73935,57.624435291,eth:ethertype:data,,
74038,57.701173810,eth:ethertype:data,,
74235,57.848196895,eth:ethertype:data,,
74414,57.984589835,eth:ethertype:data,,
74591,58.111773982,eth:ethertype:data,,
74619,58.139828121,eth:ethertype:data,,
74697,58.187155731,eth:ethertype:data,,
74715,58.212874040,eth:ethertype:data,,
74837,58.302462390,eth:ethertype:data,,
74876,58.325282784,eth:ethertype:data,,
74893,58.335741941,eth:ethertype:data,,
74916,58.366087224,eth:ethertype:data,,
75034,58.448735633,eth:ethertype:data,,
75297,58.640337164,eth:ethertype:data,,
75302,58.644491639,eth:ethertype:data,,
75398,58.714518446,eth:ethertype:data,,
75401,58.719493233,eth:ethertype:data,,
75418,58.736511289,eth:ethertype:data,,
75422,58.742707950,eth:ethertype:data,,
75509,58.794945191,eth:ethertype:data,,
75529,58.818518657,eth:ethertype:data,,
75537,58.827965210,eth:ethertype:data,,
75604,58.870612877,eth:ethertype:data,,
75627,58.895917592,eth:ethertype:data,,
75697,58.944120878,eth:ethertype:data,,
75723,58.965914815,eth:ethertype:data,,
75729,58.971858039,eth:ethertype:data,,
75738,58.979454386,eth:ethertype:data,,
75816,59.024669029,eth:ethertype:data,,
75949,59.135756889,eth:ethertype:data,,
76036,59.194533238,eth:ethertype:data,,
76062,59.220882067,eth:ethertype:data,,
76137,59.270582643,eth:ethertype:data,,
76172,59.307183493,eth:ethertype:data,,
76241,59.351084752,eth:ethertype:data,,
76268,59.378479621,eth:ethertype:data,,
76279,59.390167943,eth:ethertype:data,,
76373,59.463444382,eth:ethertype:data,,
76446,59.516206466,eth:ethertype:data,,
76458,59.527583278,eth:ethertype:data,,
76559,59.593663005,eth:ethertype:data,,
76567,59.604491484,eth:ethertype:data,,
76586,59.623422820,eth:ethertype:data,,
76651,59.668771577,eth:ethertype:data,,
76662,59.678388026,eth:ethertype:data,,
76679,59.706800551,eth:ethertype:data,,
76765,59.760354925,eth:ethertype:data,,
76783,59.775770379,eth:ethertype:data,,
76799,59.793598435,eth:ethertype:data,,
76856,59.830157305,eth:ethertype:data,,
76861,63.284712315,eth:ethertype:ip:udp:bootp,0.0.0.0,255.255.255.255
